iata,ident,name,city,state,type,latitude,longitude,elevation_ft,scheduled_service,runway_count,longest_runway_ft,source
LEX,KLEX,Blue Grass Airport,Lexington,KY,medium_airport,38.035066,-84.606738,979.0,yes,2,7004,OurAirports airports and runways cache
LFT,KLFT,Lafayette Regional Airport,Lafayette,LA,medium_airport,30.205299,-91.987602,42.0,yes,3,8000,OurAirports airports and runways cache
LGA,KLGA,LaGuardia Airport,New York,NY,large_airport,40.777199,-73.872597,21.0,yes,3,7002,OurAirports airports and runways cache
LGB,KLGB,Long Beach International Airport,Long Beach,CA,large_airport,33.816523,-118.149891,60.0,yes,5,10000,OurAirports airports and runways cache
LIH,PHLI,Lihue Airport,"Lihue, Kauai",HI,large_airport,21.974393,-159.337146,153.0,yes,2,6500,OurAirports airports and runways cache
LIT,KLIT,Bill & Hillary Clinton National Airport/Adams Field,Little Rock,AR,medium_airport,34.729222,-92.223591,262.0,yes,3,8273,OurAirports airports and runways cache
LKE,W55,Kenmore Air Harbor Seaplane Base,Seattle,WA,seaplane_base,47.629002,-122.338997,14.0,yes,1,5000,OurAirports airports and runways cache
LMA,PAMH,Minchumina Airport,Minchumina,AK,small_airport,63.886002,-152.302002,678.0,yes,1,4184,OurAirports airports and runways cache
LNK,KLNK,Lincoln Airport,Lincoln,NE,medium_airport,40.844882,-96.76178,1219.0,yes,3,12901,OurAirports airports and runways cache
LNS,KLNS,Lancaster Airport,Lancaster,PA,medium_airport,40.121700286865234,-76.29609680175781,403.0,yes,2,6933,OurAirports airports and runways cache
LNY,PHNY,Lanai Airport,Lanai City,HI,medium_airport,20.785675,-156.951324,1308.0,yes,1,5001,OurAirports airports and runways cache
LPS,S31,Lopez Island Airport,Lopez,WA,small_airport,48.4838981628418,-122.93800354003906,209.0,yes,1,2905,OurAirports airports and runways cache
LRD,KLRD,Laredo International Airport,Laredo,TX,medium_airport,27.5438,-99.461601,508.0,yes,3,8743,OurAirports airports and runways cache
LRU,KLRU,Las Cruces International Airport,Las Cruces,NM,medium_airport,32.289398,-106.921997,4456.0,yes,3,7506,OurAirports airports and runways cache
LSE,KLSE,La Crosse Regional Airport,La Crosse,WI,medium_airport,43.879002,-91.256699,655.0,yes,3,8742,OurAirports airports and runways cache
LUK,KLUK,Cincinnati Municipal Airport Lunken Field,Cincinnati,OH,medium_airport,39.102357,-84.418945,483.0,yes,3,6101,OurAirports airports and runways cache
LUP,PHLU,Kalaupapa Airport,Kalaupapa,HI,small_airport,21.211,-156.973999,24.0,yes,1,2700,OurAirports airports and runways cache
LUR,PALU,Cape Lisburne LRRS Airport,Cape Lisburne,AK,medium_airport,68.875099,-166.110001,16.0,yes,1,4800,OurAirports airports and runways cache
LWB,KLWB,Greenbrier Valley Airport,Lewisburg,WV,medium_airport,37.857914,-80.400438,2302.0,yes,1,7003,OurAirports airports and runways cache
LWS,KLWS,Lewiston Nez Perce County Airport,Lewiston,ID,medium_airport,46.3745002746582,-117.01499938964844,1442.0,yes,2,6511,OurAirports airports and runways cache
LYH,KLYH,Lynchburg Regional Airport - Preston Glenn Field,Lynchburg,VA,medium_airport,37.326698,-79.200401,938.0,yes,2,7100,OurAirports airports and runways cache
MAF,KMAF,Midland International Air and Space Port,Midland,TX,medium_airport,31.942499,-102.202003,2871.0,yes,4,9501,OurAirports airports and runways cache
MBL,KMBL,Manistee County Blacker Airport,Manistee,MI,small_airport,44.272707,-86.246495,621.0,yes,2,5501,OurAirports airports and runways cache
MBS,KMBS,MBS International Airport,Freeland,MI,medium_airport,43.533181,-84.083104,668.0,yes,2,8002,OurAirports airports and runways cache
MCE,KMCE,Merced Regional Macready Field,Merced,CA,medium_airport,37.284698,-120.514,155.0,yes,1,5914,OurAirports airports and runways cache
MCG,PAMC,McGrath Airport,McGrath,AK,medium_airport,62.95289993,-155.6060028,341.0,yes,2,5936,OurAirports airports and runways cache
MCI,KMCI,Kansas City International Airport,Kansas City,MO,large_airport,39.301699,-94.713893,1026.0,yes,3,10801,OurAirports airports and runways cache
MCK,KMCK,McCook Ben Nelson Regional Airport,McCook,NE,medium_airport,40.207787,-100.592794,2583.0,yes,3,6450,OurAirports airports and runways cache
MCN,KMCN,Middle Georgia Regional Airport,Macon,GA,medium_airport,32.69279861450195,-83.64920043945312,354.0,yes,2,6500,OurAirports airports and runways cache
MCO,KMCO,Orlando International Airport,Orlando,FL,large_airport,28.429399490356445,-81.30899810791016,96.0,yes,4,12005,OurAirports airports and runways cache
MCW,KMCW,Mason City Municipal Airport,Mason City,IA,medium_airport,43.159801,-93.329716,1213.0,yes,2,6501,OurAirports airports and runways cache
MDT,KMDT,Harrisburg International Airport,Harrisburg,PA,medium_airport,40.192838,-76.762333,310.0,yes,1,10001,OurAirports airports and runways cache
MDW,KMDW,Chicago Midway International Airport,Chicago,IL,large_airport,41.785999,-87.752403,620.0,yes,5,6522,OurAirports airports and runways cache
MEI,KMEI,Key Field / Meridian Regional Airport,Meridian,MS,medium_airport,32.3326,-88.7519,297.0,yes,2,10003,OurAirports airports and runways cache
MEM,KMEM,Frederick W. Smith International Airport,Memphis,TN,large_airport,35.043845,-89.97634,341.0,yes,4,11120,OurAirports airports and runways cache
MFE,KMFE,McAllen Miller International Airport,McAllen,TX,medium_airport,26.176141,-98.237965,107.0,yes,2,7120,OurAirports airports and runways cache
MFR,KMFR,Rogue Valley International-Medford Airport,Medford,OR,medium_airport,42.374199,-122.873001,1335.0,yes,2,8800,OurAirports airports and runways cache
MGC,KMGC,Michigan City Municipal Airport,Michigan City,IN,medium_airport,41.7033,-86.821198,655.0,yes,1,4099,OurAirports airports and runways cache
MGM,KMGM,Montgomery Regional (Dannelly Field) Airport,Montgomery,AL,medium_airport,32.300598,-86.393997,221.0,yes,2,9020,OurAirports airports and runways cache
MGW,KMGW,Morgantown Municipal Airport Walter L. (Bill) Hart Field,Morgantown,WV,medium_airport,39.643305,-79.917598,1248.0,yes,3,5199,OurAirports airports and runways cache
MHK,KMHK,Manhattan Regional Airport,Manhattan,KS,medium_airport,39.14099884033203,-96.6707992553711,1057.0,yes,2,7400,OurAirports airports and runways cache
MHT,KMHT,Manchester-Boston Regional Airport,Manchester,NH,medium_airport,42.932598,-71.435699,266.0,yes,2,9250,OurAirports airports and runways cache
MIA,KMIA,Miami International Airport,Miami,FL,large_airport,25.796011,-80.289751,8.0,yes,4,13016,OurAirports airports and runways cache
MKE,KMKE,General Mitchell International Airport,Milwaukee,WI,large_airport,42.947201,-87.896599,723.0,yes,5,9990,OurAirports airports and runways cache
MKG,KMKG,Muskegon County Airport,Muskegon,MI,medium_airport,43.169498,-86.238197,629.0,yes,2,6500,OurAirports airports and runways cache
MKK,PHMK,Molokai Airport,Kaunakakai,HI,medium_airport,21.152901,-157.095993,454.0,yes,2,4494,OurAirports airports and runways cache
MKL,KMKL,McKellar-Sipes Regional Airport,Jackson,TN,medium_airport,35.599899,-88.915604,434.0,yes,2,6005,OurAirports airports and runways cache
MLB,KMLB,Melbourne Orlando International Airport,Melbourne,FL,medium_airport,28.102009,-80.641088,33.0,yes,3,10181,OurAirports airports and runways cache
MLI,KMLI,Quad City International Airport,Moline,IL,medium_airport,41.448502,-90.5075,590.0,yes,3,10002,OurAirports airports and runways cache
MLL,PADM,Marshall Don Hunter Sr Airport,Marshall,AK,small_airport,61.8643,-162.026001,103.0,yes,1,3200,OurAirports airports and runways cache
MLU,KMLU,Monroe Regional Airport,Monroe,LA,medium_airport,32.510899,-92.037697,79.0,yes,3,7504,OurAirports airports and runways cache
MLY,PAML,Manley Hot Springs Airport,Manley Hot Springs,AK,small_airport,64.99188,-150.644102,270.0,yes,1,3400,OurAirports airports and runways cache
MMH,KMMH,Mammoth Yosemite Airport,Mammoth Lakes,CA,medium_airport,37.625381,-118.84306,7135.0,yes,1,7000,OurAirports airports and runways cache
MNT,51Z,Minto Al Wright Airport,Minto,AK,small_airport,65.147991,-149.368658,460.0,yes,1,2000,OurAirports airports and runways cache
MOB,KMOB,Mobile Regional Airport,Mobile,AL,medium_airport,30.6912,-88.242798,219.0,yes,2,8502,OurAirports airports and runways cache
MOT,KMOT,Minot International Airport,Minot,ND,medium_airport,48.25801,-101.279123,1716.0,yes,2,7700,OurAirports airports and runways cache
MOU,PAMO,Mountain Village Airport,Mountain Village,AK,small_airport,62.095401763916016,-163.6820068359375,337.0,yes,1,3501,OurAirports airports and runways cache
MQT,KSAW,Marquette/Sawyer International Airport,Gwinn,MI,medium_airport,46.351498,-87.395884,1221.0,yes,1,9072,OurAirports airports and runways cache
MRI,PAMR,Merrill Field,Anchorage,AK,medium_airport,61.212792,-149.843988,137.0,yes,3,4000,OurAirports airports and runways cache
MRY,KMRY,Monterey Regional Airport,Monterey,CA,medium_airport,36.586777,-121.844183,257.0,yes,2,7175,OurAirports airports and runways cache
MSL,KMSL,Northwest Alabama Regional Airport,Muscle Shoals,AL,medium_airport,34.745123,-87.612981,551.0,yes,2,6693,OurAirports airports and runways cache
MSN,KMSN,Dane County Regional Truax Field,Madison,WI,medium_airport,43.1399,-89.337502,887.0,yes,3,9006,OurAirports airports and runways cache
MSO,KMSO,Missoula Montana Airport,Missoula,MT,medium_airport,46.915816,-114.091107,3206.0,yes,2,9501,OurAirports airports and runways cache
MSP,KMSP,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,Minneapolis,MN,large_airport,44.880081,-93.221741,841.0,yes,4,11006,OurAirports airports and runways cache
MSS,KMSS,Massena International Airport Richards Field,Massena,NY,medium_airport,44.936157,-74.844304,215.0,yes,2,5601,OurAirports airports and runways cache
MSY,KMSY,Louis Armstrong New Orleans International Airport,New Orleans,LA,large_airport,29.993401,-90.264673,4.0,yes,3,10104,OurAirports airports and runways cache
MTJ,KMTJ,Montrose Regional Airport,Montrose,CO,medium_airport,38.5098,-107.893997,5759.0,yes,2,10000,OurAirports airports and runways cache
MTM,PAMM,Metlakatla Seaplane Base,Metlakatla,AK,seaplane_base,55.131001,-131.578003,,yes,2,5000,OurAirports airports and runways cache
MTP,KMTP,Montauk Airport,Montauk,NY,small_airport,41.0765,-71.920797,6.0,yes,1,3246,OurAirports airports and runways cache
MUE,PHMU,Waimea Kohala Airport,Waimea (Kamuela),HI,medium_airport,20.001301,-155.667999,2671.0,yes,1,5197,OurAirports airports and runways cache
MVY,KMVY,Martha's Vineyard Airport,Martha's Vineyard,MA,small_airport,41.3931007385,-70.6143035889,67.0,yes,3,5504,OurAirports airports and runways cache
MWA,KMWA,Veterans Airport of Southern Illinois,Marion,IL,medium_airport,37.751208,-89.016568,472.0,yes,2,8012,OurAirports airports and runways cache
MWL,KMWL,Mineral Wells Regional Airport,Mineral Wells,TX,medium_airport,32.781601,-98.060204,974.0,yes,2,5996,OurAirports airports and runways cache
MYK,MYK,May Creek Airport,May Creek,AK,small_airport,61.335701,-142.686996,1650.0,yes,1,2700,OurAirports airports and runways cache
MYL,KMYL,McCall Municipal Airport,McCall,ID,medium_airport,44.888837,-116.101112,5024.0,yes,1,6101,OurAirports airports and runways cache
MYR,KMYR,Myrtle Beach International Airport,Myrtle Beach,SC,large_airport,33.679699,-78.928299,25.0,yes,1,9503,OurAirports airports and runways cache
MYU,PAMY,Mekoryuk Airport,Mekoryuk,AK,medium_airport,60.372338,-166.269751,48.0,yes,1,3070,OurAirports airports and runways cache
NCN,PFCB,Chenega Bay Airport,Chenega,AK,small_airport,60.077602,-147.99468,72.0,yes,1,3000,OurAirports airports and runways cache
NIB,PAFS,Nikolai Airport,Nikolai,AK,small_airport,63.017949,-154.360399,441.0,yes,1,4003,OurAirports airports and runways cache
NKI,AK62,Naukati Bay Seaplane Base,Tuxekan Island,AK,seaplane_base,55.849602,-133.227994,,yes,2,10000,OurAirports airports and runways cache
NLG,PAOU,Nelson Lagoon Airport,Nelson Lagoon,AK,small_airport,56.0075,-161.160004,14.0,yes,1,4003,OurAirports airports and runways cache
NME,PAGT,Nightmute Airport,Nightmute,AK,small_airport,60.469129,-164.70407,4.0,yes,1,3200,OurAirports airports and runways cache
NPT,KUUU,Newport State Airport,Newport,RI,medium_airport,41.532207,-71.281039,172.0,yes,2,2999,OurAirports airports and runways cache
NUI,PAQT,Nuiqsut Airport,Nuiqsut,AK,medium_airport,70.209999,-151.005998,38.0,yes,1,4343,OurAirports airports and runways cache
NUL,PANU,Nulato Airport,Nulato,AK,small_airport,64.729301,-158.074005,399.0,yes,1,4011,OurAirports airports and runways cache
NUP,16A,Nunapitchuk Airport,Nunapitchuk,AK,small_airport,60.905591,-162.440454,12.0,yes,2,3000,OurAirports airports and runways cache
NYS,6N7,New York Skyports Inc Seaplane Base,New York,NY,seaplane_base,40.735061,-73.972814,,yes,1,10000,OurAirports airports and runways cache
OAJ,KOAJ,Albert J Ellis Airport,Richlands,NC,medium_airport,34.829201,-77.612099,94.0,yes,1,7100,OurAirports airports and runways cache
OAK,KOAK,Oakland San Francisco Bay Airport,Oakland,CA,large_airport,37.720085,-122.221184,9.0,yes,4,10520,OurAirports airports and runways cache
OBU,PAOB,Kobuk Airport,Kobuk,AK,small_airport,66.9123,-156.897003,137.0,yes,1,4020,OurAirports airports and runways cache
OCE,KOXB,Ocean City Municipal Airport,Ocean City,MD,medium_airport,38.310398,-75.124001,11.0,yes,2,4074,OurAirports airports and runways cache
OGD,KOGD,Ogden Hinckley Airport,Ogden,UT,medium_airport,41.195899963379,-112.0120010376,4473.0,yes,3,8107,OurAirports airports and runways cache
OGG,PHOG,Kahului International Airport,Kahului,HI,large_airport,20.896263,-156.431837,54.0,yes,2,6998,OurAirports airports and runways cache
OGS,KOGS,Ogdensburg International Airport,Ogdensburg,NY,medium_airport,44.6819,-75.4655,297.0,yes,1,6400,OurAirports airports and runways cache
OKC,KOKC,OKC Will Rogers World Airport,Oklahoma City,OK,large_airport,35.393388,-97.598248,1295.0,yes,4,9802,OurAirports airports and runways cache
OLF,KOLF,L M Clayton Airport,Wolf Point,MT,medium_airport,48.094501,-105.574997,1986.0,yes,1,5091,OurAirports airports and runways cache
OLH,OLH,Old Harbor Airport,Old Harbor,AK,small_airport,57.218102,-153.270004,55.0,yes,1,2750,OurAirports airports and runways cache
OLM,KOLM,Olympia Regional Airport,Olympia,WA,medium_airport,46.969399,-122.903,209.0,yes,2,5500,OurAirports airports and runways cache
OMA,KOMA,Eppley Airfield,Omaha,NE,large_airport,41.3032,-95.894096,984.0,yes,3,9502,OurAirports airports and runways cache
OME,PAOM,Nome Airport,Nome,AK,medium_airport,64.51219940185547,-165.44500732421875,37.0,yes,2,6176,OurAirports airports and runways cache
ONT,KONT,Ontario International Airport,Ontario,CA,large_airport,34.056,-117.600998,944.0,yes,2,12197,OurAirports airports and runways cache
OOK,PAOO,Toksook Bay Airport,Toksook Bay,AK,small_airport,60.541401,-165.087006,59.0,yes,1,3200,OurAirports airports and runways cache
OPF,KOPF,Miami-Opa Locka Executive Airport,Miami,FL,medium_airport,25.907,-80.278397,8.0,yes,3,8002,OurAirports airports and runways cache
ORD,KORD,Chicago O'Hare International Airport,Chicago,IL,large_airport,41.9786,-87.9048,680.0,yes,11,13000,OurAirports airports and runways cache
ORF,KORF,Norfolk International Airport,Norfolk,VA,large_airport,36.895341,-76.201,26.0,yes,2,9001,OurAirports airports and runways cache
ORH,KORH,Worcester Regional Airport,Worcester,MA,medium_airport,42.2673,-71.875702,1009.0,yes,2,7001,OurAirports airports and runways cache
ORI,ORI,Port Lions Airport,Port Lions,AK,small_airport,57.884905,-152.847719,52.0,yes,1,2200,OurAirports airports and runways cache
ORT,PAOR,Northway Airport,Northway,AK,medium_airport,62.9613,-141.929001,1715.0,yes,1,5100,OurAirports airports and runways cache
ORV,PFNO,Robert (Bob) Curtis Memorial Airport,Noorvik,AK,small_airport,66.817902,-161.018997,55.0,yes,1,4000,OurAirports airports and runways cache
OTH,KOTH,Southwest Oregon Regional Airport,North Bend,OR,medium_airport,43.41709899902344,-124.24600219726562,17.0,yes,2,5980,OurAirports airports and runways cache
OTS,K74S,Anacortes Airport,Anacortes,WA,small_airport,48.498513,-122.662513,241.0,yes,1,3018,OurAirports airports and runways cache
OTZ,PAOT,Ralph Wien Memorial Airport,Kotzebue,AK,medium_airport,66.88469696,-162.598999,14.0,yes,2,6300,OurAirports airports and runways cache
OWB,KOWB,Owensboro Daviess County Airport,Owensboro,KY,medium_airport,37.74010086,-87.16680145,407.0,yes,2,8000,OurAirports airports and runways cache
PAE,KPAE,Seattle Paine Field International Airport,Everett,WA,medium_airport,47.9063,-122.281998,606.0,yes,3,9010,OurAirports airports and runways cache
PAH,KPAH,Barkley Regional Airport,Paducah,KY,medium_airport,37.06079864501953,-88.7738037109375,410.0,yes,2,6499,OurAirports airports and runways cache
PBG,KPBG,Plattsburgh International Airport,Plattsburgh,NY,medium_airport,44.650902,-73.468102,234.0,yes,1,11759,OurAirports airports and runways cache
PDB,4K0,Pedro Bay Airport,Pedro Bay,AK,small_airport,59.796925,-154.129994,45.0,yes,1,3002,OurAirports airports and runways cache
PDK,KPDK,DeKalb Peachtree Airport,Atlanta,GA,medium_airport,33.87633,-84.30213,1003.0,yes,5,6001,OurAirports airports and runways cache
PDT,KPDT,Eastern Oregon Regional Airport at Pendleton,Pendleton,OR,medium_airport,45.695099,-118.841003,1497.0,yes,3,6301,OurAirports airports and runways cache
PDX,KPDX,Portland International Airport,Portland,OR,large_airport,45.588699,-122.598,31.0,yes,3,11000,OurAirports airports and runways cache
PEC,PEC,Pelican Seaplane Base,Pelican,AK,seaplane_base,57.9552,-136.235992,,yes,1,10000,OurAirports airports and runways cache
PGA,KPGA,Page Municipal Airport,Page,AZ,medium_airport,36.924234,-111.447716,4316.0,yes,2,5950,OurAirports airports and runways cache
PGD,KPGD,Punta Gorda Airport,Punta Gorda,FL,medium_airport,26.9202,-81.990501,26.0,yes,3,7193,OurAirports airports and runways cache
PGM,PGM,Port Graham Airport,Port Graham,AK,small_airport,59.348355,-151.830025,93.0,yes,1,1975,OurAirports airports and runways cache
PGV,KPGV,Pitt-Greenville Airport,Greenville,NC,medium_airport,35.635535,-77.384262,26.0,yes,3,7175,OurAirports airports and runways cache
PHF,KPHF,Newport News Williamsburg International Airport,Newport News,VA,medium_airport,37.131901,-76.492996,42.0,yes,2,8003,OurAirports airports and runways cache
PHL,KPHL,Philadelphia International Airport,Philadelphia,PA,large_airport,39.871899,-75.241096,36.0,yes,4,12000,OurAirports airports and runways cache
PHO,PAPO,Point Hope Airport,Point Hope,AK,small_airport,68.348801,-166.798996,12.0,yes,1,4000,OurAirports airports and runways cache
PHX,KPHX,Phoenix Sky Harbor International Airport,Phoenix,AZ,large_airport,33.435302,-112.005905,1135.0,yes,3,11489,OurAirports airports and runways cache
PIA,KPIA,General Wayne A. Downing Peoria International Airport,Peoria,IL,medium_airport,40.663841,-89.692631,660.0,yes,2,10104,OurAirports airports and runways cache
PIB,KPIB,Hattiesburg Laurel Regional Airport,Moselle,MS,medium_airport,31.4671,-89.337097,298.0,yes,1,6503,OurAirports airports and runways cache
PIE,KPIE,St. Petersburg Clearwater International Airport,Pinellas Park,FL,large_airport,27.9102,-82.687401,11.0,yes,5,9730,OurAirports airports and runways cache
PIH,KPIH,Pocatello Regional Airport,Pocatello,ID,medium_airport,42.9098014831543,-112.59600067138672,4452.0,yes,2,9059,OurAirports airports and runways cache
PIP,PAPN,Pilot Point Airport,Pilot Point,AK,small_airport,57.580399,-157.572006,57.0,yes,1,3280,OurAirports airports and runways cache
PIR,KPIR,Pierre Regional Airport,Pierre,SD,medium_airport,44.38270187,-100.2860031,1744.0,yes,2,6900,OurAirports airports and runways cache
PIT,KPIT,Pittsburgh International Airport,Pittsburgh,PA,large_airport,40.491501,-80.232903,1203.0,yes,4,11500,OurAirports airports and runways cache
PIZ,PPIZ,Point Lay LRRS Airport,Point Lay,AK,medium_airport,69.732903,-163.005005,22.0,yes,1,3519,OurAirports airports and runways cache
PKA,PAPK,Napaskiak Airport,Napaskiak,AK,small_airport,60.7029,-161.778,24.0,yes,2,15000,OurAirports airports and runways cache
PKB,KPKB,Mid Ohio Valley Regional Airport,Parkersburg (Williamstown),WV,medium_airport,39.3451,-81.439201,858.0,yes,2,7240,OurAirports airports and runways cache
PLN,KPLN,Pellston Regional Airport of Emmet County Airport,Pellston,MI,medium_airport,45.57089996,-84.79669952,721.0,yes,2,6513,OurAirports airports and runways cache
PNS,KPNS,Pensacola International Airport,Pensacola,FL,large_airport,30.472718,-87.186639,121.0,yes,2,7004,OurAirports airports and runways cache
PPV,19P,Port Protection Seaplane Base,Port Protection,AK,seaplane_base,56.3288,-133.610001,,yes,1,4000,OurAirports airports and runways cache
PQI,KPQI,Presque Isle International Airport,Presque Isle,ME,medium_airport,46.688999,-68.0448,534.0,yes,2,7441,OurAirports airports and runways cache
PQS,US-8450,Pilot Station Airport,Pilot Station,AK,small_airport,61.96169,-162.941944,473.0,yes,0,0,OurAirports airports and runways cache
PRC,KPRC,Prescott Regional Airport - Ernest A. Love Field,Prescott,AZ,medium_airport,34.653502,-112.419883,5045.0,yes,3,7619,OurAirports airports and runways cache
PSC,KPSC,Tri Cities Airport,Pasco,WA,medium_airport,46.264702,-119.119003,410.0,yes,3,7707,OurAirports airports and runways cache
PSG,PAPG,Petersburg James A Johnson Airport,Petersburg,AK,medium_airport,56.80170059,-132.9450073,111.0,yes,1,6400,OurAirports airports and runways cache
PSM,KPSM,Portsmouth International Airport at Pease,Portsmouth,NH,medium_airport,43.0779,-70.823303,100.0,yes,1,11321,OurAirports airports and runways cache
PSP,KPSP,Palm Springs International Airport,Palm Springs,CA,large_airport,33.8297,-116.507004,477.0,yes,2,10000,OurAirports airports and runways cache
PTA,PALJ,Port Alsworth Airport,Port Alsworth,AK,small_airport,60.201681,-154.325863,280.0,yes,1,3000,OurAirports airports and runways cache
PTD,PAAP,Port Alexander Seaplane Base,Port Alexander,AK,seaplane_base,56.246799,-134.647995,,yes,1,3000,OurAirports airports and runways cache
PTH,PAPH,Port Heiden Airport,Port Heiden,AK,medium_airport,56.957893,-158.630219,95.0,yes,2,5000,OurAirports airports and runways cache
PTU,PAPM,Platinum Airport,Platinum,AK,medium_airport,59.017675,-161.827927,15.0,yes,2,5000,OurAirports airports and runways cache
PUB,KPUB,Pueblo Memorial Airport,Pueblo,CO,medium_airport,38.289101,-104.497002,4726.0,yes,4,10498,OurAirports airports and runways cache
PUW,KPUW,Pullman-Moscow Regional Airport,Pullman,WA,medium_airport,46.741601,-117.11163,2556.0,yes,1,7100,OurAirports airports and runways cache
PVD,KPVD,Rhode Island T. F. Green International Airport,Providence/Warwick,RI,large_airport,41.725038,-71.425668,55.0,yes,2,8700,OurAirports airports and runways cache
PVU,KPVU,Provo Municipal Airport,Provo,UT,medium_airport,40.218894,-111.722445,4497.0,yes,2,8603,OurAirports airports and runways cache
PWM,KPWM,Portland International Jetport,Portland,ME,large_airport,43.646198,-70.309303,76.0,yes,2,7200,OurAirports airports and runways cache
RAP,KRAP,Rapid City Regional Airport,Rapid City,SD,medium_airport,44.0452995300293,-103.05699920654295,3204.0,yes,2,8701,OurAirports airports and runways cache
RBY,PARY,Ruby Airport,Ruby,AK,medium_airport,64.727203,-155.470001,658.0,yes,1,4000,OurAirports airports and runways cache
RCE,WA09,Roche Harbor Airport,Roche Harbor,WA,small_airport,48.612301,-123.139,100.0,yes,2,4300,OurAirports airports and runways cache
RDD,KRDD,Redding Municipal Airport,Redding,CA,medium_airport,40.50899887,-122.2929993,505.0,yes,2,7003,OurAirports airports and runways cache
RDM,KRDM,Roberts Field,Redmond,OR,medium_airport,44.254101,-121.150002,3080.0,yes,2,7038,OurAirports airports and runways cache
RDU,KRDU,Raleigh-Durham International Airport,Raleigh/Durham,NC,large_airport,35.878659,-78.7873,435.0,yes,3,10000,OurAirports airports and runways cache
RDV,RDV,Red Devil Airport,Red Devil,AK,small_airport,61.788101,-157.350006,174.0,yes,1,4820,OurAirports airports and runways cache
RFD,KRFD,Chicago Rockford International Airport,Chicago/Rockford,IL,medium_airport,42.1954,-89.097198,742.0,yes,2,10002,OurAirports airports and runways cache
RHI,KRHI,Rhinelander Oneida County Airport,Rhinelander,WI,medium_airport,45.63119888305664,-89.46749877929688,1624.0,yes,3,6800,OurAirports airports and runways cache
RIC,KRIC,Richmond International Airport,Richmond,VA,large_airport,37.505199,-77.319702,167.0,yes,3,9003,OurAirports airports and runways cache
RIW,KRIW,Central Wyoming Regional Airport,Riverton,WY,medium_airport,43.064201,-108.459999,5525.0,yes,2,8204,OurAirports airports and runways cache
RKD,KRKD,Knox County Regional Airport,Rockland,ME,medium_airport,44.060101,-69.099197,56.0,yes,2,5412,OurAirports airports and runways cache
RKS,KRKS,Southwest Wyoming Regional Airport,Rock Springs,WY,medium_airport,41.5942,-109.065001,6764.0,yes,2,10002,OurAirports airports and runways cache
RMP,RMP,Rampart Airport,Rampart,AK,small_airport,65.507896,-150.141007,302.0,yes,1,3520,OurAirports airports and runways cache
RNO,KRNO,Reno Tahoe International Airport,Reno,NV,large_airport,39.4991,-119.767998,4415.0,yes,3,11001,OurAirports airports and runways cache
ROA,KROA,Roanoke–Blacksburg Regional Airport,Roanoke,VA,medium_airport,37.3255,-79.975403,1175.0,yes,2,6800,OurAirports airports and runways cache
ROC,KROC,Frederick Douglass Greater Rochester International Airport,Rochester,NY,large_airport,43.1189,-77.672401,559.0,yes,3,8001,OurAirports airports and runways cache
ROW,KROW,Roswell Air Center Airport,Roswell,NM,medium_airport,33.301601,-104.530998,3671.0,yes,3,13000,OurAirports airports and runways cache
RSH,PARS,Russian Mission Airport,Russian Mission,AK,small_airport,61.775071,-161.319466,51.0,yes,2,3600,OurAirports airports and runways cache
RSJ,W49,Rosario Seaplane Base,Rosario,WA,seaplane_base,48.645699,-122.867996,,yes,2,10000,OurAirports airports and runways cache
RST,KRST,Rochester International Airport,Rochester,MN,medium_airport,43.908298,-92.5,1317.0,yes,2,9034,OurAirports airports and runways cache
RSW,KRSW,Southwest Florida International Airport,Fort Myers,FL,large_airport,26.534685,-81.752816,30.0,yes,1,12000,OurAirports airports and runways cache
RUT,KRUT,Rutland - Southern Vermont Regional Airport,Rutland,VT,medium_airport,43.5294,-72.9496,787.0,yes,2,5304,OurAirports airports and runways cache
SAF,KSAF,Santa Fe Municipal Airport,Santa Fe,NM,medium_airport,35.6171,-106.088997,6348.0,yes,3,8366,OurAirports airports and runways cache
SAN,KSAN,San Diego International Airport,San Diego,CA,large_airport,32.733601,-117.190002,17.0,yes,1,9401,OurAirports airports and runways cache
SAT,KSAT,San Antonio International Airport,San Antonio,TX,large_airport,29.533701,-98.469803,809.0,yes,3,8505,OurAirports airports and runways cache
SAV,KSAV,Savannah Hilton Head International Airport,Savannah,GA,large_airport,32.126591,-81.19998,50.0,yes,2,9351,OurAirports airports and runways cache
SBA,KSBA,Santa Barbara Municipal Airport,Santa Barbara,CA,medium_airport,34.426201,-119.839996,13.0,yes,3,6037,OurAirports airports and runways cache
SBD,KSBD,San Bernardino International Airport,San Bernardino,CA,large_airport,34.096717,-117.236596,1159.0,yes,1,10000,OurAirports airports and runways cache
SBN,KSBN,South Bend International Airport,South Bend,IN,medium_airport,41.708304,-86.316922,799.0,yes,3,8412,OurAirports airports and runways cache
SBP,KSBP,San Luis County Regional Airport,San Luis Obispo,CA,medium_airport,35.2368011475,-120.641998291,212.0,yes,2,6101,OurAirports airports and runways cache
SBY,KSBY,Salisbury Ocean City Wicomico Regional Airport,Salisbury,MD,medium_airport,38.34049987792969,-75.51029968261719,52.0,yes,2,6400,OurAirports airports and runways cache
SCC,PASC,Deadhorse Airport,Deadhorse,AK,medium_airport,70.19470215,-148.4649963,65.0,yes,1,6500,OurAirports airports and runways cache
